week,seller_name,title, price ,review_count,ratings,listings,total,sov
11/20/2023,Amazon.com,"FIFINE Gaming Audio Mixer, Streaming RGB PC Mixer with XLR Microphone Interface, Individual Control, Volume Fader, Mute Button, 48V Phantom Power,",$49.99 ,,,7,7,100%
11/20/2023,Focusrite,Focusrite - Scarlett 2i2 Studio (3rd Gen) - USB Audio Interface,$189.99 ,,,1,1,100%
11/20/2023,B&H Photo-Video-Audio,"Focusrite Scarlett 18i8 USB-C Audio/MIDI Interface (3rd Generation) w/ Producers and Small AC Powered / Mac, 4 Mic / Line / Hi-Z",$399.99 ,,,1,1,100%
11/20/2023,Sweetwater,M-Audio AIR 192|14 USB Audio Interface,$329.00 ,47,4.7,1,1,100%
11/20/2023,Sweetwater,M-Audio M-Track Solo 2-Channel USB Audio Interface,$49.00 ,177,4.6,2,8,25%
11/20/2023,B&H Photo-Video-Audio,M-Audio M-Track Solo 2-Channel USB Audio Interface,$49.00 ,177,4.6,6,8,75%
11/20/2023,Amazon.com - Seller,MOTU M4 USB Audio Interface,$269.95 ,334,4.7,6,9,67%
11/20/2023,Target,MOTU M4 USB Audio Interface,$269.95 ,334,4.7,1,9,11%
11/20/2023,Amazon.com - Seller,MOTU M4 USB Audio Interface,$264.55 ,334,4.7,2,9,22%
11/20/2023,Temu,"Podcast Equipment Bundle, BM-800 Podcast Microphone Bundle With V8s Sound Card, Condenser Studio Microphonefor Laptop Computer Vlog Living",$49.48 ,190,4.4,12,19,63%
11/20/2023,Temu,"Podcast Equipment Bundle, BM-800 Podcast Microphone Bundle With V8s Sound Card, Condenser Studio Microphonefor Laptop Computer Vlog Living",$39.59 ,190,4.4,3,19,16%
11/20/2023,Temu,"Podcast Equipment Bundle, BM-800 Podcast Microphone Bundle With V8s Sound Card, Condenser Studio Microphonefor Laptop Computer Vlog Living",$49.48 ,,,1,19,5%
11/20/2023,Temu,"Podcast Equipment Bundle, BM-800 Podcast Microphone Bundle With V8s Sound Card, Condenser Studio Microphonefor Laptop Computer Vlog Living",$42.06 ,190,4.4,3,19,16%
11/20/2023,Amazon.com,PreSonus Studio 24c USB Audio Interface,$149.99 ,255,4.7,2,8,25%
11/20/2023,Amazon.com,PreSonus Studio 24c USB Audio Interface,$149.97 ,255,4.7,4,8,50%
11/20/2023,B&H Photo-Video-Audio,PreSonus Studio 24c USB Audio Interface,$149.99 ,255,4.7,1,8,13%
11/20/2023,Best Buy,PreSonus Studio 24c USB Audio Interface,$149.99 ,255,4.7,1,8,13%
11/20/2023,RØDE,Rode Streamer X Audio Interface and Video Capture Card,$399.00 ,15,3.4,1,11,9%
11/20/2023,Amazon.com,Rode Streamer X Audio Interface and Video Capture Card,$396.95 ,15,3.4,1,11,9%
11/20/2023,Amazon.com - Seller,Solid State Logic ‎SSL2,$179.99 ,238,4.8,4,4,100%
11/20/2023,Amazon.com,Tascam US-16x8 USB 2.0 Audio Interface,$372.00 ,234,4.4,10,11,91%
11/20/2023,Target,Tascam US-16x8 USB 2.0 Audio Interface,$399.00 ,234,4.4,1,11,9%
11/20/2023,Amazon.com - Seller,USB audio interface with Mic Preamplifier XLR audio interface 48v for streaming Support Instrument Guitar or Bass Smartphone Tablet Computer and,$69.99 ,,,1,1,100%
11/20/2023,Amazon.com,Universal Audio Volt 1 USB Audio Interface,$119.00 ,37,4.9,4,4,100%
11/20/2023,Sweetwater,Universal Audio Volt 176 USB Audio Interface,$179.00 ,13,4.5,6,7,86%
11/20/2023,Amazon.com - Seller,Universal Audio Volt 176 USB Audio Interface,$179.00 ,13,4.5,1,7,14%
11/20/2023,Amazon.com,"V8-Live Sound Card, USB External V8 Karaoke Recording Mobile Audio Mixer, Audio Live Broadcast KTV Sound Card for Live Broadcast, K Songs, Recording",$16.99 ,,,2,2,100%
11/20/2023,Sweetwater,Zoom PodTrak P8 8-channel Podcasting Mixer Recorder,$399.99 ,36,4.8,1,1,100%
11/20/2023,Amazon.com,"192KHz Digital to Analog Audio Converter with Bass and Volume Adjustment,Digital SPDIF/Optical/Toslink/Coaxial to Analog Stereo L/R RCA and 3.5mm",$28.99 ,,,1,1,100%
11/20/2023,Amazon.com - Seller,Antelope Audio Zen Go Synergy Core USB-C Audio Interface,$399.00 ,258,4.8,1,1,100%
11/20/2023,Sweetwater,Arturia MiniFuse 1 USB-C Audio Interface - White,$99.00 ,38,4.9,6,6,100%
11/20/2023,Sweetwater,Audient Evo 4,$129.00 ,185,4.7,1,1,100%
11/20/2023,Amazon.com - Seller,Audient iD24 USB-C Audio Interface,$399.00 ,11,4.9,1,1,100%
11/20/2023,Sweetwater,Audient iD4 MKII USB-C Audio Interface,$199.00 ,178,4.8,2,2,100%
11/20/2023,Amazon.com - Seller,BEHRINGER UMC404HD,$179.00 ,592,4.7,7,8,88%
11/20/2023,Sweetwater,BEHRINGER UMC404HD,$179.00 ,592,4.7,1,8,13%
11/20/2023,Amazon.com,Behringer U-Control UCA202 USB Audio Interface,$29.00 ,,,2,2,100%
11/20/2023,Amazon.com - Seller,Behringer U-Phoria UMC202HD USB Audio Interface,$99.00 ,886,4.7,2,35,6%
11/20/2023,Sweetwater,Behringer U-Phoria UMC202HD USB Audio Interface,$99.00 ,886,4.7,14,35,40%
11/20/2023,Amazon.com,Behringer U-Phoria UMC202HD USB Audio Interface,$99.00 ,,,12,35,34%
11/20/2023,Sweetwater,Behringer U-Phoria UMC202HD USB Audio Interface,$99.00 ,,,1,35,3%
11/20/2023,Amazon.com,Behringer U-Phoria UMC202HD USB Audio Interface,$99.00 ,886,4.7,6,35,17%
11/20/2023,Amazon.com,Elgato Wave XLR,$119.99 ,154,4.7,3,5,60%
11/20/2023,Elgato,Elgato Wave XLR,$119.99 ,26,4.5,1,5,20%
11/20/2023,Amazon.com,Elgato Wave XLR,$159.99 ,154,4.7,1,5,20%
11/20/2023,Focusrite,Focusrite - Scarlett 2i2 (3rd Gen) - USB Audio Interface - Refurbished,$99.99 ,48,4.8,1,22,5%
11/20/2023,Focusrite,Focusrite - Scarlett 2i2 (3rd Gen) - USB Audio Interface - Refurbished,$99.99 ,2000,4.8,20,22,91%
11/20/2023,Focusrite,Focusrite - Scarlett 2i2 (3rd Gen) - USB Audio Interface - Refurbished,$99.99 ,,,1,22,5%
11/20/2023,Focusrite,Focusrite - Scarlett 2i2 Studio (3rd Gen) - USB Audio Interface - Refurbished,$156.99 ,,,3,3,100%
11/20/2023,Sweetwater,Focusrite Scarlett 18i8 3rd Gen USB Audio Interface,$399.99 ,378,4.8,12,33,36%
11/20/2023,Amazon.com,Focusrite Scarlett 18i8 3rd Gen USB Audio Interface,$399.99 ,,,10,33,30%
11/20/2023,Amazon.com,Focusrite Scarlett 18i8 3rd Gen USB Audio Interface,$360.84 ,,,4,33,12%
11/20/2023,Amazon.com,Focusrite Scarlett 18i8 3rd Gen USB Audio Interface,$361.07 ,,,4,33,12%
11/20/2023,Amazon.com,Focusrite Scarlett 18i8 3rd Gen USB Audio Interface,$399.97 ,,,3,33,9%
11/20/2023,Amazon.com,Focusrite Scarlett 2i2 3rd Gen USB Audio Interface,$171.27 ,,,3,14,21%
11/20/2023,Amazon.com,Focusrite Scarlett 2i2 3rd Gen USB Audio Interface,$170.14 ,,,6,14,43%
11/20/2023,Amazon.com,Focusrite Scarlett 2i2 3rd Gen USB Audio Interface,$157.00 ,,,5,14,36%
11/20/2023,Sweetwater,Focusrite Scarlett 4i4 Gen USB Audio Interface,$199.99 ,644,4.7,2,7,29%
11/20/2023,Amazon.com,PreSonus AudioBox iOne 2x2 USB/iPad Audio Interface with Studio One Artist and Ableton Live Lite DAW Recording Software,$69.99 ,,,1,1,100%
11/20/2023,Amazon.com,"PreSonus Studio 1810c 18x8, 192 kHz, USB Audio Interface with Studio One Artist and Ableton Live Lite DAW Recording Software",$399.99 ,,,2,2,100%
11/20/2023,PreSonus,PreSonus Studio 68c Size: 38.4 X 21.8 X 9.1 | Black/Blue,$229.99 ,,,1,1,100%
11/20/2023,Amazon.com,Prisciliano Podcast equipment bundle. Audio Interface with condenser microphone & accesories: Sound Card Mixer. Podcast Studio equipment for Live,$29.99 ,,,2,2,100%
11/20/2023,Amazon.com,"Shure MVX2U XLR-to-USB Digital Interface with Headphone Jack, Integrated Pre-amp with 60dB Gain Control, Zero-Latency Monitoring, 48V Phantom Power,",$129.00 ,,,6,6,100%
11/20/2023,Sweetwater,Solid State Logic SSL2+ USB Audio Interface,$249.99 ,335,4.8,2,2,100%
11/20/2023,Amazon.com,"TC-Helicon GoXLR Revolutionary Online Broadcaster Platform with 4-Channel Mixer, Motorized Faders, Sound Board and Vocal Effects, Officially",$379.99 ,,,2,2,100%
11/20/2023,Amazon.com,USB interface Audio 7 Channel Mixer With Effects 88 Dsp Digital DJ Mixing Board Bluetooth Music Player 48v Line For Condenser Mic Audio Mixer to PC/,$59.99 ,,,2,2,100%
11/20/2023,Amazon.com - Seller,USED Y.D.F USB Audio Interface with Mic Preamplifier USB Audio Mixer Recorder,$89.99 ,4,4.5,9,9,100%
11/20/2023,Amazon.com,Universal Audio Volt-1 USB Audio Interface,$119.00 ,37,4.9,9,10,90%
11/20/2023,Sweetwater,Universal Audio Volt-1 USB Audio Interface,$129.00 ,37,4.9,1,10,10%
11/20/2023,bhphoto.com,Universal Audio Volt-4 USB Audio Interface,$229.00 ,8,4.8,6,11,55%
11/20/2023,B&H Photo-Video-Audio,Universal Audio Volt-4 USB Audio Interface,$229.00 ,8,4.8,1,11,9%
11/20/2023,Sweetwater,Universal Audio Volt-4 USB Audio Interface,$229.00 ,8,4.8,4,11,36%
11/20/2023,Walmart,"Usb Audio Interface with Mixer & Vocal Effects, tenlamp G10 Multi-Channel Sound Mixer Board Voice Changer, All-in-one XLR Studio DJ Mixer Equipment",$159.99 ,,,1,4,25%
11/20/2023,Walmart,"Usb Audio Interface with Mixer & Vocal Effects, tenlamp G10 Multi-Channel Sound Mixer Board Voice Changer, All-in-one XLR Studio DJ Mixer Equipment",$155.99 ,,,3,4,75%
11/20/2023,Walmart,"Vivitar Audio Mixer, Multiple Sound Pads & Effects for Vlogging, Black",$29.98 ,35,4.2,3,3,100%
11/20/2023,Amazon.com,console audio mixer usb mixer Other shooting accessories 2 Channels Audio Mixer USB 48V Phantom Power Compact Sound Mixing Console for Music,$29.85 ,,,4,4,100%
11/20/2023,Amazon.com,Focusrite Scarlett 4i4 Gen USB Audio Interface,$199.99 ,644,4.7,3,7,43%
11/20/2023,B&H Photo-Video-Audio,Focusrite Scarlett 4i4 Gen USB Audio Interface,$199.99 ,644,4.7,2,7,29%
11/20/2023,Temu,"LMBGM CT60X High Quality 6 Channel Digital Professional Sound USB Audio Mixer With Echo Aux Mp3 USB For Microphone Equipment,Temu",$79.90 ,23,4.4,1,2,50%
11/20/2023,Temu,"LMBGM CT60X High Quality 6 Channel Digital Professional Sound USB Audio Mixer With Echo Aux Mp3 USB For Microphone Equipment,Temu",$67.91 ,23,4.4,1,2,50%
11/20/2023,Amazon.com,"M-Audio M-Track Solo Audio Interface – USB for Recording, Streaming and Podcasting with XLR, Line and DI Inputs, Plus a Software Suite Included",$49.00 ,,,3,3,100%
11/20/2023,Walmart,M-Audio USB Audio Interface M-Track Solo,$49.00 ,177,4.6,6,16,38%
11/20/2023,B&H Photo-Video-Audio,M-Audio USB Audio Interface M-Track Solo,$49.00 ,177,4.6,6,16,38%
11/20/2023,Sweetwater,M-Audio USB Audio Interface M-Track Solo,$49.00 ,177,4.6,4,16,25%
11/20/2023,Amazon.com,"MAONO Streaming Audio Mixer, Audio Interface with Pro-preamp, Bluetooth, Built-in Battery, Noise Cancellation, 48V Phantom Power for Live Streaming,",$59.99 ,,,6,6,100%
11/20/2023,Amazon.com - Seller,MOTU M2 USB-C Audio Interface,$199.95 ,421,4.8,2,15,13%
11/20/2023,Target,MOTU M2 USB-C Audio Interface,$199.95 ,421,4.8,5,15,33%
11/20/2023,Amazon.com - Seller,MOTU M2 USB-C Audio Interface,$195.95 ,421,4.8,1,15,7%
11/20/2023,Sweetwater,MOTU M2 USB-C Audio Interface,$199.95 ,421,4.8,7,15,47%
11/20/2023,Sweetwater,Native Instruments Komplete Audio 1 USB Audio Interface,$89.00 ,162,4.7,2,2,100%
11/20/2023,Sweetwater,Pioneer DJ INTERFACE 2 DVS Interface,$299.00 ,53,4.7,14,14,100%
11/20/2023,Temu,"Podcast Equipment Bundle, V8s Audio Interface With All In One Live Sound Card And BM800 Condenser Microphone,Podcast Microphone, Perfect For",$33.99 ,,,2,22,9%
11/20/2023,Temu,"Podcast Equipment Bundle, V8s Audio Interface With All In One Live Sound Card And BM800 Condenser Microphone,Podcast Microphone, Perfect For",$42.48 ,,,2,22,9%
11/20/2023,Temu,"Podcast Equipment Bundle, V8s Audio Interface With All In One Live Sound Card And BM800 Condenser Microphone,Podcast Microphone, Perfect For",$38.24 ,,,10,22,46%
11/20/2023,Temu,"Podcast Equipment Bundle, V8s Audio Interface With All In One Live Sound Card And BM800 Condenser Microphone,Podcast Microphone, Perfect For",$36.11 ,,,5,22,23%
11/20/2023,Temu,"Podcast Equipment Bundle, V8s Audio Interface With All In One Live Sound Card And BM800 Condenser Microphone,Podcast Microphone, Perfect For",$37.39 ,,,3,22,14%
11/20/2023,Amazon.com,"Podcast Equipment Bundle,Audio Interface with DJ Mixer and Condenser Microphone, All-In-One Audio Mixer Perfect for PC/Phone/Laptop,Recording",$99.99 ,,,1,1,100%
11/20/2023,Best Buy,PreSonus - USB Audio Interface - Black/Blue,$149.99 ,255,4.7,1,1,100%
11/20/2023,Sweetwater,PreSonus ATOM 16-pad Performance Controller,$99.99 ,131,4.8,1,1,100%
11/20/2023,PreSonus,PreSonus ATOM Controller Size: 25.4 X 24.1 X 7 | Black,$99.99 ,,,4,4,100%
11/20/2023,Amazon.com,PreSonus AudioBox 96 25th Anniversary Studio Recording Bundle with Studio One Artist DAW Music Production Software,$159.99 ,,,4,4,100%
11/20/2023,zZounds,PreSonus AudioBox iTwo USB iPad Recording System,$89.99 ,162,4.5,4,4,100%
11/20/2023,PreSonus,PreSonus Studio 26c Size: 20.3 X 19 X 5.1 | Black/Blue,$129.99 ,,,10,10,100%
11/20/2023,Amazon.com - Seller,"Pyle Professional USB Audio Interface with Mic/line, Guitar, AUX Stereo and RCA Inputs PMUX9",$93.99 ,1,5,9,9,100%
11/20/2023,Walmart,"Q12 Audio Interface Usb Sound Card Drive-free Portable Mini 2-way Mixer for Studio Singing Computer Recording, Black",$26.99 ,,,12,12,100%
11/20/2023,Rockville Audio,Rockville ROCK-U MINI 2x2 USB Computer Recording Interface 24 Bit 192Khz Home Studio,$59.95 ,,,4,8,50%
11/20/2023,Rockville Audio,Rockville ROCK-U MINI 2x2 USB Computer Recording Interface 24 Bit 192Khz Home Studio,$44.96 ,,,4,8,50%
11/20/2023,Amazon.com,"Sound Effects Board, Hosabely Audio Interface with Voice Changer and LED Lights, Live Sound Board for PC Phone Microphone, Audio Mixer for Karaoke,",$45.99 ,,,1,1,100%
11/20/2023,Sweetwater,TASCAM DP-006 6-Track Digital Pocketstudio Recorder,$169.99 ,250,4.6,2,2,100%
11/20/2023,Woodwind & Brasswind,TASCAM US-4X4HR 4-Channel USB Audio Interface by Woodwind & Brasswind,$249.00 ,16,4.6,1,1,100%
11/20/2023,Amazon.com,YAMAHA MG06X 6-Input Compact Stereo Mixer with Effects,$169.99 ,,,1,1,100%
11/20/2023,Amazon.com,"Zoom PodTrak P4 Podcast Recorder, Battery Powered, 4 Microphone Inputs, 4 Headphone Outputs, Phone and USB Input for Remote Interviews, Sound Pads,",$149.99 ,,,2,2,100%
11/20/2023,Sweetwater,PreSonus Studio 26c USB-C Audio Interface,$129.99 ,66,4.8,5,6,83%
11/20/2023,Amazon.com,PreSonus Studio 26c USB-C Audio Interface,$129.99 ,66,4.8,1,6,17%
11/20/2023,Amazon.com,"PreSonus ioStation 24c 2x2, 192 kHz, USB Audio Interface and Production Controller with Studio One Artist and Ableton Live Lite DAW Recording",$249.99 ,,,1,1,100%
11/20/2023,Amazon.com,Pyle Professional USB Audio Interface with Mic Guitar AUX Stereo Inputs PMUX6,$68.64 ,,,1,1,100%
11/20/2023,Shure,Shure MVX2U XLR to USB Audio Interface,$129.00 ,79,4.6,8,9,89%
11/20/2023,Amazon.com,Shure MVX2U XLR to USB Audio Interface,$129.00 ,79,4.6,1,9,11%
11/20/2023,Amazon.com,"Solid State Logic SSL 2 USB Audio Interface - 24 bit/192 kHz, 2-in 2-out, with SSL Legacy 4K Analogue Enhancement and included SSL Software",$179.99 ,,,1,1,100%
11/20/2023,Amazon.com,"Tiimge 2x2 USB Audio Interface for PC, with 48V Phantom Power, 24Bit/192kHz High-Fidelity, Mic Preamplifier XLR/TSR/TS Ports, Compatible for",$59.00 ,,,1,1,100%
11/20/2023,Amazon.com,USB Audio Interface with Mic Preamplifier 48V Phantom Power 24 Bit 48kHz Audio Interface,$59.99 ,,,3,3,100%
11/20/2023,Sweetwater,Universal Audio Volt 2 USB-C Audio Interface,$169.00 ,48,4.8,16,16,100%
11/20/2023,B&H Photo-Video-Audio,"Universal Audio Volt 276 Portable 2x2 USB Type-C Audio/MIDI Interface with Built-In w/ Musicians, Singers, USB Type-C for 2 Vintage-Tone Mic /",$269.00 ,52,4.7,2,2,100%
11/20/2023,Amazon.com,YAMAHA MG10XU 10-Input Stereo Mixer with Effects,$267.99 ,,,1,1,100%
11/20/2023,Amazon.com - Seller,Arturia MiniFuse 2 USB-C Audio Interface,$122.13 ,103,4.8,3,8,38%
11/20/2023,Amazon.com - Seller,Arturia MiniFuse 2 USB-C Audio Interface,$146.02 ,103,4.8,1,8,13%
11/20/2023,Amazon.com - Seller,Arturia MiniFuse 2 USB-C Audio Interface,$121.96 ,103,4.8,2,8,25%
11/20/2023,Amazon.com - Seller,Arturia MiniFuse 2 USB-C Audio Interface,$122.08 ,103,4.8,1,8,13%
11/20/2023,Amazon.com - Seller,Arturia MiniFuse 2 USB-C Audio Interface,$122.00 ,103,4.8,1,8,13%
11/20/2023,Amazon.com - Seller,Behringer U-Phoria UMC204HD USB Audio Interface,$119.00 ,767,4.8,6,7,86%
11/20/2023,Sweetwater,Behringer U-Phoria UMC204HD USB Audio Interface,$119.00 ,767,4.8,1,7,14%
11/20/2023,Sweetwater,Behringer UCA202,$29.00 ,484,4.6,1,1,100%
11/20/2023,B&H Photo-Video-Audio,Black Lion Audio Revolution 2x2 USB Audio Interface,$279.00 ,21,4.9,3,3,100%
11/20/2023,Temu,"Depusheng USB 4 Channel Audio Interface(24 Bit/192 KHz) With XLR,phantom Power,Direct Monitoring,Loopback For PC Recording,Streaming,Guitarist,Temu",$63.98 ,,,1,1,100%
11/20/2023,Guitar Center,Focusrite Scarlett 18i8 USB Audio Interface (Gen 3),$399.99 ,378,4.8,1,1,100%
11/20/2023,Crutchfield,Focusrite Scarlett 2i2 (3rd Generation) USB 2.0 (Type-C) audio interface for Mac and PC,$169.99 ,,,3,3,100%
11/20/2023,Walmart,Focusrite Scarlett 2i2 4th Gen Audio Interface,$199.99 ,270,4.9,1,3,33%
11/20/2023,Best Buy,Focusrite Scarlett 2i2 4th Gen Audio Interface,$199.99 ,270,4.9,2,3,67%
11/20/2023,Amazon.com,Focusrite Scarlett 8i6 USB Audio Interface,$284.39 ,377,4.8,1,3,33%
11/20/2023,Amazon.com,Focusrite Scarlett 8i6 USB Audio Interface,$288.17 ,377,4.8,2,3,67%
11/20/2023,Amazon.com,"Focusrite Scarlett Solo Studio 3rd Gen USB Audio Interface and Recording Bundle with Microphone, Headphones, XLR Cable, Knox Studio Stand, Shock",$259.00 ,,,5,10,50%
11/20/2023,Amazon.com,"Focusrite Scarlett Solo Studio 3rd Gen USB Audio Interface and Recording Bundle with Microphone, Headphones, XLR Cable, Knox Studio Stand, Shock",$249.00 ,,,5,10,50%
11/20/2023,Temu,"HT7 Audio Mixer, Portable USB DJ Sound Mixing Console 7 Channel Bands Mixing Boards DJ Mixer, MP3 Jack 48V Power For Computer Recording, Black,Temu",$46.02 ,41,4.3,2,10,20%
11/20/2023,Temu,"HT7 Audio Mixer, Portable USB DJ Sound Mixing Console 7 Channel Bands Mixing Boards DJ Mixer, MP3 Jack 48V Power For Computer Recording, Black,Temu",$44.76 ,41,4.3,6,10,60%
11/20/2023,Temu,"HT7 Audio Mixer, Portable USB DJ Sound Mixing Console 7 Channel Bands Mixing Boards DJ Mixer, MP3 Jack 48V Power For Computer Recording, Black,Temu",$44.74 ,41,4.3,2,10,20%
11/20/2023,Amazon.com - Seller,IK Multimedia iRig 2,$49.99 ,712,4.3,5,7,71%
11/20/2023,Best Buy,IK Multimedia iRig 2,$49.99 ,712,4.3,2,7,29%
11/20/2023,Amazon.com,"M-Audio AIR 192x14 Audio Interface - USB for Studio Recording with 8 In and 4 Out, MIDI Connectivity, and Software from MPC Beats and Ableton Live",$329.00 ,,,1,1,100%
11/20/2023,Amazon.com,"M-Audio AIR 192x4 USB C Audio Interface for Recording, Podcasting, Streaming with Studio Quality Sound, 1 XLR in and Music Production Software",$79.00 ,,,23,23,100%
11/20/2023,Sweetwater,M-Audio AIR 192|4 Vocal Studio Pro Complete Vocal Production Package,$219.00 ,66,4.7,1,1,100%
11/20/2023,Amazon.com,"M-Audio M-Track Duo – USB Audio Interface for Recording, Streaming and Podcasting with Dual XLR, Line & DI Inputs, plus a Software Suite Included",$69.00 ,,,17,17,100%
11/20/2023,Amazon.com,"M-Audio M-Track Solo – USB Audio Interface for Recording, Streaming and Podcasting with XLR, Line and DI Inputs, Plus a Software Suite Included",$49.00 ,,,22,22,100%
11/20/2023,Sam Ash,Motu M2 Audio Interface,$199.95 ,,,1,1,100%
11/20/2023,Amazon.com,Native Instruments Komplete Audio 1 Two-Channel Audio Interface,$89.00 ,,,5,5,100%
11/20/2023,Sweetwater,Native Instruments Komplete Audio 2 USB Audio Interface,$99.00 ,179,4.8,10,18,56%
11/20/2023,Amazon.com,Native Instruments Komplete Audio 2 USB Audio Interface,$99.00 ,179,4.8,7,18,39%
11/20/2023,Native Instruments,Native Instruments Komplete Audio 2 USB Audio Interface,$99.00 ,179,4.8,1,18,6%
11/20/2023,sweetwater.com,Native Instruments Komplete Audio 6 MK2 Audio Interface,$179.00 ,184,4.6,1,1,100%
11/20/2023,Sweetwater,Native Instruments Komplete Audio 6 Mk2 USB Audio Interface,$179.00 ,184,4.6,9,9,100%
11/20/2023,Front End Audio,Steinberg UR242,$229.99 ,34,4.9,1,1,100%
11/20/2023,Amazon.com,"USB Audio Interface for Mac and PC Podcasting Streaming, Audio Interface for Guitar Professional Computer Recording Music, Vocalist, Podcaster or",$64.99 ,,,1,1,100%
11/20/2023,Amazon.com - Seller,"USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB",$39.99 ,,,15,17,88%
11/20/2023,Amazon.com - Seller,"USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB",$45.99 ,,,2,17,12%
11/20/2023,Amazon.com,"USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB, Red",$45.99 ,,,2,13,15%
11/20/2023,Amazon.com,"USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB, Red",$39.99 ,,,11,13,85%
11/20/2023,sweetwater.com,Universal Audio Volt-2 USB Audio Interface,$169.00 ,48,4.8,4,15,27%
11/20/2023,bhphoto.com,Universal Audio Volt-2 USB Audio Interface,$169.00 ,48,4.8,9,15,60%
11/20/2023,Amazon.com,Universal Audio Volt-2 USB Audio Interface,$160.00 ,48,4.8,1,15,7%
11/20/2023,Reverb,Universal Audio Volt-2 USB Audio Interface,$169.00 ,48,4.8,1,15,7%
11/20/2023,Amazon.com,"XTUGA USB Audio Interface+48V Phantom Power with 3.55m Microphone Jack,2i2 Audio Interface for Recording Podcasting and Streaming Ultra-low Latency",$29.99 ,,,1,1,100%
11/20/2023,Amazon.com,"Zoom PodTrak P8 Podcast Recorder, 6 Microphone Inputs, 6 Headphone Outputs, Phone Input, Sound Pads, Onboard Editing, Record to SD card, USB Audio",$382.70 ,,,3,3,100%
11/20/2023,Amazon.com,Audient EVO 4 USB Audio Interface,$129.00 ,,,6,8,75%
11/20/2023,Sweetwater,Audient EVO 4 USB Audio Interface,$129.00 ,185,4.7,2,8,25%
11/20/2023,musicstore.com,Behringer UMC1820,$239.00 ,205,4.7,6,6,100%
11/20/2023,Best Buy,"Belkin - 3.5mm Audio & USB-C Adaptor - Fast Charge Compatible USB-C Audio Adaptor for iPad Pro, Galaxy, Pixel, OnePlus & More - Black",$37.99 ,298,4.2,1,1,100%
11/20/2023,Amazon.com,Focusrite Scarlett 18i8 USB Audio Interface,$399.99 ,378,4.8,6,10,60%
11/20/2023,Amazon.com,Focusrite Scarlett 18i8 USB Audio Interface,$360.84 ,378,4.8,1,10,10%
11/20/2023,Amazon.com,Focusrite Scarlett 18i8 USB Audio Interface,$399.97 ,378,4.8,1,10,10%
11/20/2023,Amazon.com,Focusrite Scarlett 18i8 USB Audio Interface,$361.07 ,378,4.8,2,10,20%
11/20/2023,Woodwind & Brasswind,Focusrite Scarlett 18i8 USB Audio Interface (Gen 3) by Woodwind & Brasswind,$399.99 ,378,4.8,3,3,100%
11/20/2023,Sam Ash,Focusrite Scarlett 2I2 3Rd Generation Audio Interface,$149.77 ,2000,4.8,1,1,100%
11/20/2023,Sweetwater,Focusrite Scarlett 4i4 3rd Gen USB Recording Interface,$199.99 ,644,4.7,19,21,91%
11/20/2023,Amazon.com,Focusrite Scarlett 4i4 3rd Gen USB Recording Interface,$199.99 ,,,2,21,10%
11/20/2023,Music & Arts,Focusrite Scarlett 4i4 USB Audio Interface (Gen 3),$259.99 ,644,4.7,1,1,100%
11/20/2023,Guitar Center,Focusrite Scarlett Solo USB Audio Interface (Gen 3),$129.99 ,48,4.8,1,2,50%
11/20/2023,Music & Arts,Focusrite Scarlett Solo USB Audio Interface (Gen 3),$129.99 ,1000,4.8,1,2,50%
11/20/2023,Woodwind & Brasswind,Focusrite Scarlett Solo USB-C Audio Interface (Gen 4) by Woodwind & Brasswind,$139.99 ,242,4.8,2,2,100%
11/20/2023,Amazon.com,Focusrite Vocaster Two Audio Interface,$149.99 ,8,4.1,2,3,67%
11/20/2023,Sweetwater,Focusrite Vocaster Two Audio Interface,$149.99 ,8,4.1,1,3,33%
11/20/2023,Amazon.com,M-Audio AIR 192 14 8-In/4-Out 24/192 USB Audio Interface,$329.00 ,47,4.7,1,1,100%
11/20/2023,Amazon.com,"M-Audio AIR 192x14 - USB Audio Interface for Studio Recording with 8 In and 4 Out, MIDI Connectivity, and Software from MPC Beats and Ableton Live",$329.00 ,,,6,6,100%
11/20/2023,Amazon.com,MOTU M2 2x2 USB-C Audio Interface,$199.95 ,,,7,22,32%
11/20/2023,Sweetwater,MOTU M2 2x2 USB-C Audio Interface,$199.95 ,421,4.8,15,22,68%
11/20/2023,Amazon.com - Seller,MOTU M6 USB-C Audio Interface,$399.95 ,10,5,6,8,75%
11/20/2023,Sweetwater,MOTU M6 USB-C Audio Interface,$399.95 ,10,5,2,8,25%
11/20/2023,Amazon.com,PreSonus AudioBox iOne,$69.99 ,75,4.6,1,1,100%
11/20/2023,Amazon.com,PreSonus AudioBox iTwo,$89.99 ,162,4.5,9,9,100%
11/20/2023,Reverb,PreSonus Firestudio Project Firewire Audio Interface,$85.00 ,,,1,1,100%
11/20/2023,Woodwind & Brasswind,PreSonus Studio 24c USB-C 2x2 Audio/MIDI Interface by Woodwind & Brasswind,$149.99 ,255,4.7,1,1,100%
11/20/2023,Amazon.com,Rode AI-1 USB Audio Interface,$129.00 ,115,4.4,2,8,25%
