week,seller_name,title, price ,review_count,ratings,listings,total,sov
12/11/2023,Amazon.com,"M-Audio AIR 192x4 USB C Audio Interface for Recording, Podcasting, Streaming with Studio Quality Sound, 1 XLR in and Music Production Software",$89.00 ,,,10,10,100%
12/11/2023,Amazon.com,"M-Audio M-Track Duo – USB Audio Interface for Recording, Streaming and Podcasting with Dual XLR, Line & DI Inputs, plus a Software Suite Included",$69.00 ,2,,1,18,6%
12/11/2023,Amazon.com,"M-Audio M-Track Duo – USB Audio Interface for Recording, Streaming and Podcasting with Dual XLR, Line & DI Inputs, plus a Software Suite Included",$69.00 ,,,17,18,94%
12/11/2023,Amazon.com - Seller,MOTU M4 USB-C Audio Interface,$269.95 ,334,4.7,9,17,53%
12/11/2023,Sweetwater,MOTU M4 USB-C Audio Interface,$269.95 ,334,4.7,1,17,6%
12/11/2023,sweetwater.com,MOTU M4 USB-C Audio Interface,$269.95 ,334,4.7,1,17,6%
12/11/2023,Target,MOTU M4 USB-C Audio Interface,$269.95 ,334,4.7,6,17,35%
12/11/2023,Sam Ash,Motu M2 Audio Interface,$199.95 ,426,4.8,1,5,20%
12/11/2023,Sam Ash,Motu M2 Audio Interface,$199.95 ,,,3,5,60%
12/11/2023,Sam Ash,Motu M2 Audio Interface,$199.95 ,422,4.8,1,5,20%
12/11/2023,Amazon.com,Native Instruments Komplete Audio 1 Two-Channel Audio Interface,$89.00 ,,,3,4,75%
12/11/2023,Amazon.com,Native Instruments Komplete Audio 1 Two-Channel Audio Interface,$89.00 ,2,,1,4,25%
12/11/2023,Guitar Center,Pioneer DJ INTERFACE 2 USB Audio Interface DVS With rekordbox dj,$299.00 ,54,4.7,23,23,100%
12/11/2023,Amazon.com,"Podcast Equipment Bundle USB Audio Interface with Mixer & Vocal Effects, Multi-Channel Sound Board Voice Changer, Studio All-in-one XLR DJ Mixer for",$159.99 ,,,13,13,100%
12/11/2023,rocknrollrentals.com,PreSonus AudioBox USB 96,$50.00 ,418,4.6,3,13,23%
12/11/2023,Amazon.com - Seller,PreSonus AudioBox USB 96,$109.99 ,532,4.6,1,13,8%
12/11/2023,Walmart - Audiosavings,PreSonus AudioBox USB 96,$99.95 ,418,4.6,4,13,31%
12/11/2023,Walmart - Audiosavings,PreSonus AudioBox USB 96,$99.95 ,532,4.6,1,13,8%
12/11/2023,rocknrollrentals.com,PreSonus AudioBox USB 96,$50.00 ,532,4.6,2,13,15%
12/11/2023,sweetwater.com,PreSonus AudioBox USB 96,$99.99 ,532,4.6,2,13,15%
12/11/2023,Amazon.com,"Pyle Professional USB Audio Interface with MIC/LINE, Guitar, AUX Stereo and RCA Inputs, Phone/Stereo/Monitor Outputs, Ideal for Computer Playing &",$93.99 ,,,5,5,100%
12/11/2023,Walmart,Sk300 Live Sound Card External Voice Changer Audio Mixer Built-in Rechargeable Battery Multiple Sound Effects for Live Streaming Music Recording,$45.99 ,,,2,2,100%
12/11/2023,Guitar Center,Sterling Audio Harmony H224 USB Audio Interface,$79.99 ,52,4.5,11,17,65%
12/11/2023,Guitar Center,Sterling Audio Harmony H224 USB Audio Interface,$79.99 ,56,4.6,6,17,35%
12/11/2023,eBay,TERRATEC Producer PHASE 26 USB,$300.63 ,,,1,1,100%
12/11/2023,Amazon.com,"Tascam US-42B MiNiSTUDIO Creator USB Audio Interface (US42B), for Podcasting, Control Software, EZ Mode",$71.04 ,,,5,9,56%
12/11/2023,Amazon.com,"Tascam US-42B MiNiSTUDIO Creator USB Audio Interface (US42B), for Podcasting, Control Software, EZ Mode",$79.00 ,,,4,9,44%
12/11/2023,Amazon.com,"UA Volt 2 USB Audio Interface for recording, podcasting, and streaming with essential audio software, including $400 in UAD plug-ins",$169.00 ,,,1,1,100%
12/11/2023,Amazon.com - Seller,"USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB",$39.99 ,,,43,48,90%
12/11/2023,Amazon.com,"USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB",$39.99 ,,,5,48,10%
12/11/2023,gear4music.com,Universal Audio Volt 276 USB Audio Interface,$224.50 ,44,4.7,6,60,10%
12/11/2023,Sweetwater,Universal Audio Volt 276 USB Audio Interface,$269.00 ,45,4.7,2,60,3%
12/11/2023,sweetwater.com,Universal Audio Volt 276 USB Audio Interface,$269.00 ,44,4.7,4,60,7%
12/11/2023,B&H Photo-Video-Audio,Universal Audio Volt 276 USB Audio Interface,$269.00 ,45,4.7,18,60,30%
12/11/2023,Sweetwater,Universal Audio Volt 276 USB Audio Interface,$269.00 ,44,4.7,2,60,3%
12/11/2023,sweetwater.com,Universal Audio Volt 276 USB Audio Interface,$269.00 ,45,4.7,6,60,10%
12/11/2023,guitarcenter.com,Universal Audio Volt 276 USB Audio Interface,$269.00 ,45,4.7,3,60,5%
12/11/2023,guitarcenter.com,Universal Audio Volt 276 USB Audio Interface,$269.00 ,44,4.7,2,60,3%
12/11/2023,gear4music.com,Universal Audio Volt 276 USB Audio Interface,$223.00 ,44,4.7,8,60,13%
12/11/2023,Amazon.com,Universal Audio Volt 276 USB Audio Interface,$269.00 ,44,4.7,3,60,5%
12/11/2023,gear4music.com,Universal Audio Volt 276 USB Audio Interface,$220.00 ,45,4.7,1,60,2%
12/11/2023,gear4music.com,Universal Audio Volt 276 USB Audio Interface,$222.00 ,45,4.7,4,60,7%
12/11/2023,Amazon.com,Universal Audio Volt 276 USB Audio Interface,$269.00 ,45,4.7,1,60,2%
12/11/2023,Sweetwater,Universal Audio Volt 276 USB-C Audio Interface,$269.00 ,44,4.7,1,3,33%
12/11/2023,Sweetwater,Universal Audio Volt 276 USB-C Audio Interface,$269.00 ,45,4.7,2,3,67%
12/11/2023,Amazon.com - Seller,Universal Audio Volt-2 USB Audio Interface,$169.00 ,53,4.8,7,76,9%
12/11/2023,B&H Photo-Video-Audio,Universal Audio Volt-2 USB Audio Interface,$160.00 ,50,4.8,22,76,29%
12/11/2023,gear4music.com,Universal Audio Volt-2 USB Audio Interface,$148.00 ,53,4.8,1,76,1%
12/11/2023,gear4music.com,Universal Audio Volt-2 USB Audio Interface,$147.00 ,53,4.8,8,76,11%
12/11/2023,Amazon.com,Universal Audio Volt-2 USB Audio Interface,$169.00 ,53,4.8,4,76,5%
12/11/2023,zZounds,Universal Audio Volt-2 USB Audio Interface,$169.00 ,53,4.8,2,76,3%
12/11/2023,Sweetwater,Universal Audio Volt-2 USB Audio Interface,$169.00 ,50,4.8,10,76,13%
12/11/2023,Sweetwater,Universal Audio Volt-2 USB Audio Interface,$169.00 ,53,4.8,7,76,9%
12/11/2023,Amazon.com,Universal Audio Volt-2 USB Audio Interface,$160.00 ,50,4.8,6,76,8%
12/11/2023,sweetwater.com,Universal Audio Volt-2 USB Audio Interface,$169.00 ,53,4.8,2,76,3%
12/11/2023,Amazon.com - Seller,Universal Audio Volt-2 USB Audio Interface,$169.00 ,50,4.8,1,76,1%
12/11/2023,zZounds,Universal Audio Volt-2 USB Audio Interface,$169.00 ,50,4.8,2,76,3%
12/11/2023,gear4music.com,Universal Audio Volt-2 USB Audio Interface,$146.25 ,50,4.8,4,76,5%
12/11/2023,Amazon.com,Zoom U-22,$56.95 ,56,4.5,1,5,20%
12/11/2023,Amazon.com,Zoom U-22,$53.50 ,55,4.5,1,5,20%
12/11/2023,Amazon.com,Zoom U-22,$53.50 ,56,4.5,2,5,40%
12/11/2023,Amazon.com,Zoom U-22,$57.25 ,55,4.5,1,5,20%
12/11/2023,B&H Photo-Video-Audio,Zoom U-24,$159.99 ,29,4.8,12,19,63%
12/11/2023,Target,Zoom U-24,$159.99 ,29,4.8,3,19,16%
12/11/2023,sweetwater.com,Zoom U-24,$159.99 ,29,4.8,4,19,21%
12/18/2023,Amazon.com - Seller,"2i2 Audio Interface, USB Audio Interface for Recording, Podcasting, and Streaming with Audio Software",$99.99 ,,,1,1,100%
12/18/2023,Amazon.com,6 Channel Audio Interface Sound Board Mixing Console 16-Bit DSP DJ Mixer Audio Reverb Effect +48V Phantom Bluetooth Studio Audio Mixer For Karaoke,$60.99 ,,,4,4,100%
12/18/2023,Amazon.com - Seller,Arturia MiniFuse 2 USB-C Audio Interface,$149.00 ,69,4.8,33,37,89%
12/18/2023,Target,Arturia MiniFuse 2 USB-C Audio Interface,$149.99 ,69,4.8,4,37,11%
12/18/2023,Amazon.com - Seller,Arturia MiniFuse 4 USB Audio Interface,$219.00 ,17,4.8,3,3,100%
12/18/2023,Walmart,Audio Interface with Sound Card USB Mixer Voice Device DJ Karaoke Equipment with Adjustable Volume 16 Effects Support Bluetooth Connection for,$35.99 ,,,7,7,100%
12/18/2023,Amazon.com,Behringer UCA202,$29.00 ,461,4.6,2,4,50%
12/18/2023,Sweetwater,Behringer UCA202,$29.00 ,461,4.6,2,4,50%
12/18/2023,B&H Photo-Video-Audio,ESI U24xl USB Audio Interface,$119.99 ,35,4.6,1,1,100%
12/18/2023,Adorama,Focusrite Scarlett Solo 3Rd Gen Usb Interface With Software Suite,$129.99 ,48,4.8,1,1,100%
12/18/2023,Guitar Center,Focusrite Scarlett Solo USB Audio Interface (Gen 3),$89.99 ,1000,4.8,6,6,100%
12/18/2023,Amazon.com - Seller,IK Multimedia iRig 2,$49.99 ,692,4.3,22,36,61%
12/18/2023,Sweetwater,IK Multimedia iRig 2,$49.99 ,692,4.3,13,36,36%
12/18/2023,Guitar Center,IK Multimedia iRig 2,$49.99 ,692,4.3,1,36,3%
12/18/2023,Amazon.com,"IK Multimedia iRig 2 portable guitar audio interface, lightweight audio adapter for iPhone, iPad and Android smartphones and tablets, with",$49.99 ,,,2,2,100%
12/18/2023,ProSound & Stage Lighting,M-Audio M-Track USB Audio Interface,$100.00 ,54,4.2,1,1,100%
12/18/2023,Walmart,M-audio M-Track Solo 2-Channel USB Audio Interface,$49.00 ,144,4.4,6,6,100%
12/18/2023,Amazon.com - Seller,MOTU M6 USB-C Audio Interface,$399.95 ,11,5,2,16,13%
12/18/2023,Sweetwater,MOTU M6 USB-C Audio Interface,$399.95 ,11,5,5,16,31%
12/18/2023,B&H Photo-Video-Audio,MOTU M6 USB-C Audio Interface,$399.95 ,11,5,3,16,19%
12/18/2023,sweetwater.com,MOTU M6 USB-C Audio Interface,$399.95 ,11,5,6,16,38%
12/18/2023,Maono Official,Maonocaster AME2 Audio Interface & Podcast Equipment | MAONO,$129.00 ,48,,1,1,100%
12/18/2023,Amazon.com,Native Instruments Komplete Audio 1 Two-Channel Audio Interface,$89.00 ,,,3,3,100%
12/18/2023,Amazon.com,"Numark DJ2GO2 Touch – Compact 2 Deck USB DJ Controller For Serato DJ with a Mixer / Crossfader, Audio Interface and Touch Capacitive Jog Wheels",$89.00 ,,,4,4,100%
12/18/2023,Guitar Center,Pioneer DJ INTERFACE 2 USB Audio Interface DVS With rekordbox dj,$299.00 ,54,4.7,6,6,100%
12/18/2023,PreSonus,PreSonus AudioBox GO Size: 15.2 X 14.6 X 9.5 | Black,$79.99 ,,,4,4,100%
12/18/2023,PreSonus,PreSonus AudioBox iTwo Size: 22.6 X 22.1 X 8.6 | Blue,$89.99 ,,,12,12,100%
12/18/2023,Amazon.com - Seller,"RSGRHAI USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB",$39.99 ,,,46,46,100%
12/18/2023,Target,Rode Streamer X Audio Interface and Video Capture Card,$399.00 ,22,3.4,17,25,68%
12/18/2023,RØDE,Rode Streamer X Audio Interface and Video Capture Card,$399.00 ,22,3.4,3,25,12%
12/18/2023,Best Buy,Rode Streamer X Audio Interface and Video Capture Card,$399.99 ,22,3.4,3,25,12%
12/18/2023,Amazon.com - Seller,Rode Streamer X Audio Interface and Video Capture Card,$396.95 ,22,3.4,2,25,8%
12/18/2023,Sweetwater,Roland GO:MIXER PRO-X Audio Mixer for Smartphones,$119.99 ,48,4.4,1,1,100%
12/18/2023,Walmart,Sk300 Live Sound Card External Voice Changer Audio Mixer Built-in Rechargeable Battery Multiple Sound Effects for Live Streaming Music Recording,$45.99 ,,,1,1,100%
12/18/2023,sweetwater.com,Steinberg UR22C,$155.99 ,323,4.7,6,12,50%
12/18/2023,B&H Photo-Video-Audio,Steinberg UR22C,$155.99 ,323,4.7,2,12,17%
12/18/2023,Sweetwater,Steinberg UR22C,$155.99 ,323,4.7,2,12,17%
12/18/2023,Target,Steinberg UR22C,$155.99 ,323,4.7,2,12,17%
12/18/2023,Guitar Center,Sterling Audio Harmony H224 USB Audio Interface,$79.99 ,56,4.6,24,28,86%
12/18/2023,Musicians Friend,Sterling Audio Harmony H224 USB Audio Interface,$79.99 ,56,4.6,4,28,14%
12/18/2023,Sweetwater,TASCAM Mixcast 4 Podcast Workstation Mixer,$399.00 ,32,4.7,2,2,100%
12/18/2023,Amazon.com - Seller,"USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB",$39.99 ,,,10,10,100%
12/18/2023,gear4music.com,Universal Audio Volt 476P USB Audio Interface,$360.00 ,61,4.7,2,2,100%
12/18/2023,Amazon.com,Yamaha AG03MK2 White 6-Channel Live Streaming Loopback Mixer/USB Interface with Steinberg Software Suite,$161.99 ,,,2,2,100%
12/18/2023,Amazon.com - Seller,Audient ID4 MKII,$197.00 ,183,4.8,2,14,14%
12/18/2023,Amazon.com - Seller,Audient ID4 MKII,$199.00 ,183,4.8,11,14,79%
12/18/2023,sweetwater.com,Audient ID4 MKII,$199.00 ,183,4.8,1,14,7%
12/18/2023,Amazon.com - Seller,Audient iD4,$199.99 ,158,4.9,1,1,100%
12/18/2023,Amazon.com,"Audio Interface for Recording Streaming Podcasting with 48V Phantom Power XLR Audio Monitor Gain Knob, STRICH USB 3.0 Wireless Rechargeable Audio",$59.99 ,,,5,6,83%
12/18/2023,Amazon.com,"Audio Interface for Recording Streaming Podcasting with 48V Phantom Power XLR Audio Monitor Gain Knob, STRICH USB 3.0 Wireless Rechargeable Audio",$59.99 ,6,,1,6,17%
12/18/2023,Amazon.com,BEHRINGER U-Phoria UM2,$70.01 ,1000,4.6,4,48,8%
12/18/2023,sweetwater.com,BEHRINGER U-Phoria UM2,$59.00 ,1000,4.6,18,48,38%
12/18/2023,Sweetwater,BEHRINGER U-Phoria UM2,$59.00 ,1000,4.6,26,48,54%
12/18/2023,Sweetwater,Behringer Studio XL Monitor Controller,$269.00 ,3,4.7,8,8,100%
12/18/2023,Sweetwater,Behringer Xenyx 1204USB Mixer with USB,$170.10 ,408,4.6,5,9,56%
12/18/2023,Sweetwater,Behringer Xenyx 1204USB Mixer with USB,$189.00 ,111,4.5,4,9,44%
12/18/2023,Temu,"Depusheng 8/12 Channel Audio Mixer Sound Mixing Console With USB,PC Recording Input, XLR Microphone Jack, 48V Power, RCA Input/Output For",$76.48 ,81,4.6,10,10,100%
12/18/2023,Temu,"Depusheng USB Audio Interface With Microphone 24Bit/96kHz For Recording Music, XLR Interface With 48V Phantom Power, Audio Box For PC/Win Streaming",$84.14 ,7,4,2,4,50%
12/18/2023,Temu,"Depusheng USB Audio Interface With Microphone 24Bit/96kHz For Recording Music, XLR Interface With 48V Phantom Power, Audio Box For PC/Win Streaming",$50.14 ,7,4,2,4,50%
12/18/2023,eBay,Echo Gina3G PCI Audio Interface,$316.89 ,1,5,1,1,100%
12/18/2023,Focusrite,Focusrite - Scarlett 2i2 (3rd Gen) - USB Audio Interface - Refurbished,$99.99 ,3000,4.8,21,21,100%
12/18/2023,Focusrite,Focusrite - Scarlett 2i2 Studio (3rd Gen) - USB Audio Interface,$189.99 ,8,5,1,1,100%
12/18/2023,Guitar Center,Focusrite Scarlett Solo Studio 3rd Gen USB Audio Interface,$229.99 ,589,4.8,4,4,100%
12/18/2023,Reverb,Focusrite Scarlett Solo USB Audio Interface,$112.00 ,252,4.8,2,27,7%
12/18/2023,Amazon.com,Focusrite Scarlett Solo USB Audio Interface,$138.99 ,252,4.8,25,27,93%
12/18/2023,sweetwater.com,Focusrite Vocaster One Audio Interface,$99.99 ,14,4.7,3,5,60%
12/18/2023,Amazon.com,Focusrite Vocaster One Audio Interface,$99.99 ,14,4.7,1,5,20%
12/18/2023,Best Buy,Focusrite Vocaster One Audio Interface,$99.99 ,14,4.7,1,5,20%
12/18/2023,Amazon.com - Seller,IK Multimedia AXE I/O One USB Audio Interface,$129.99 ,2,5,1,1,100%
12/18/2023,Apple,IK Multimedia iRig HD X - Black,$129.95 ,,,3,3,100%
12/18/2023,Sweetwater,M-Audio AIR 192|14 USB Audio Interface,$329.00 ,48,4.7,7,7,100%
12/18/2023,B&H Photo-Video-Audio,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,21,76,28%
12/18/2023,Sweetwater,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,9,76,12%
12/18/2023,Amazon.com,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,26,76,34%
12/18/2023,Walmart - Bird Brains Music,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,1,76,1%
12/18/2023,Guitar Center,M-Audio M-Track Duo USB Audio Interface,$69.00 ,118,4.4,19,76,25%
12/18/2023,sweetwater.com,MOTU M4 USB Audio Interface,$269.95 ,334,4.7,5,25,20%
12/18/2023,Amazon.com - Seller,MOTU M4 USB Audio Interface,$269.95 ,334,4.7,17,25,68%
12/18/2023,AmericanMusical.com,MOTU M4 USB Audio Interface,$269.95 ,334,4.7,2,25,8%
12/18/2023,Target,MOTU M4 USB Audio Interface,$269.95 ,334,4.7,1,25,4%
12/18/2023,Reverb,Mackie Onyx Producer,$112.85 ,53,4.5,1,1,100%
12/18/2023,Sam Ash,Motu M2 Audio Interface,$199.95 ,,,2,2,100%
12/18/2023,Sweetwater,Native Instruments Komplete Audio 2 USB Audio Interface,$99.00 ,178,4.8,12,63,19%
12/18/2023,Native Instruments,Native Instruments Komplete Audio 2 USB Audio Interface,$89.00 ,178,4.8,50,63,79%
12/18/2023,Amazon.com,Native Instruments Komplete Audio 2 USB Audio Interface,$99.00 ,178,4.8,1,63,2%
12/18/2023,Amazon.com - Seller,Positive Grid RIFF Audio Interface,$69.00 ,216,4.1,3,3,100%
12/18/2023,guitarcenter.com,PreSonus AudioBox Studio Ultimate Bundle,$299.99 ,76,4.4,10,10,100%
12/18/2023,PreSonus,PreSonus AudioBox USB 96 25th Anniversary Size: 24.9 X 17.5 X 9.5 | Black,$99.99 ,,,14,14,100%
12/18/2023,AmericanMusical.com,PreSonus Studio 26C USB-C Audio MIDI Interface 2 in 2 out 24 bit 192K,$129.99 ,63,4.8,2,2,100%
12/18/2023,Amazon.com,PreSonus ioStation 24c USB-C Audio Interface/Production Controller,$249.99 ,37,4.9,1,1,100%
12/18/2023,Amazon.com,"Professional Audio Mixer With Dual Wireless Microphone, Sound Board Console System Interface 4 Channel Dj Mixer USB Bluetooth MP3 Computer Input 48V",$103.99 ,,,1,1,100%
12/18/2023,Sweetwater,Saramonic SR-EA2U USB-C Mobile Audio Interface,$30.00 ,,,1,1,100%
12/18/2023,Amazon.com,Shure MVX2U XLR to USB Audio Interface,$130.08 ,83,4.6,4,13,31%
12/18/2023,sweetwater.com,Shure MVX2U XLR to USB Audio Interface,$129.00 ,83,4.6,3,13,23%
12/18/2023,Amazon.com,Shure MVX2U XLR to USB Audio Interface,$129.00 ,83,4.6,5,13,39%
12/18/2023,Sweetwater,Shure MVX2U XLR to USB Audio Interface,$129.00 ,83,4.6,1,13,8%
12/18/2023,Amazon.com - Seller,Solid State Logic SSL 2 USB Audio Interface Bundle with Solid State Logic SSL 2 / SSL 2+ Interface Custom Carrying Case,$274.99 ,1,5,1,1,100%
12/18/2023,Sweetwater,TASCAM DP-006 6-Track Digital Pocketstudio Recorder,$169.99 ,225,4.6,3,3,100%
12/18/2023,Sweetwater,TASCAM US-16x08 USB Audio Interface,$372.00 ,236,4.4,3,4,75%
12/18/2023,zZounds,TASCAM US-16x08 USB Audio Interface,$372.00 ,236,4.4,1,4,25%
12/18/2023,Amazon.com,"USB Audio Interface with 1x XLR/TRS 1x 1/4"" 2X RCA USB, Red",$39.99 ,,,17,17,100%
12/18/2023,Perfect Circuit,Universal Audio VOLT 2 USB-C Audio Interface,$169.00 ,53,4.8,1,1,100%
12/18/2023,Amazon.com,YAMAHA MG10XU 10-Input Stereo Mixer with Effects,$267.99 ,,,1,1,100%
12/18/2023,Sweetwater,Yamaha MG10XU 10-channel Mixer with USB and FX,$267.99 ,946,4.7,4,4,100%
12/18/2023,KPODJ.com,"Yamaha MG10XU | Ins: 4 Mic, 3 Line - Effects",$267.99 ,,,1,1,100%
12/18/2023,Amazon.com,Zoom U-22,$56.49 ,56,4.5,2,5,40%
12/18/2023,Amazon.com,Zoom U-22,$57.19 ,56,4.5,3,5,60%
12/18/2023,Walmart,"6 Channels Audio Mixer Mini Stereo Mixer Professional Sound Mixer 6.35mm Low-Noise USB Mixer for Recording Studio,Black",$32.67 ,,,1,2,50%
12/18/2023,Walmart,"6 Channels Audio Mixer Mini Stereo Mixer Professional Sound Mixer 6.35mm Low-Noise USB Mixer for Recording Studio,Black",$32.33 ,,,1,2,50%
12/18/2023,Sam Ash,Antelope Audio Zen Go Synergy Core Interface,$399.00 ,262,4.8,7,7,100%
12/18/2023,Amazon.com - Seller,Arturia MiniFuse 1 USB C Audio Interface,$99.00 ,47,4.8,28,31,90%
12/18/2023,Target,Arturia MiniFuse 1 USB C Audio Interface,$99.99 ,47,4.8,3,31,10%
12/18/2023,Sweetwater,Arturia MiniFuse 2 USB-C Audio Interface - White,$149.00 ,69,4.8,10,10,100%
12/18/2023,Amazon.com,"Arturia MiniFuse 2 USB-C Audio Interface, White",$149.00 ,,,2,2,100%
12/18/2023,Amazon.com,BEHRINGER U-PHORIA UMC22,$64.86 ,625,4.6,23,41,56%
12/18/2023,musicstore.com,BEHRINGER U-PHORIA UMC22,$54.00 ,625,4.6,2,41,5%
12/18/2023,Amazon.com,BEHRINGER U-PHORIA UMC22,$69.00 ,625,4.6,11,41,27%
12/18/2023,Amazon.com - Seller,BEHRINGER U-PHORIA UMC22,$64.86 ,625,4.6,3,41,7%
12/18/2023,gear4music.com,BEHRINGER U-PHORIA UMC22,$60.10 ,625,4.6,2,41,5%
12/18/2023,Amazon.com,Behringer U-Phoria UM2 USB Audio Interface,$59.00 ,20,4.6,13,24,54%
12/18/2023,Sweetwater,Behringer U-Phoria UM2 USB Audio Interface,$59.00 ,1000,4.6,9,24,38%
12/18/2023,Amazon.com,Behringer U-Phoria UM2 USB Audio Interface,$58.98 ,20,4.6,1,24,4%
12/18/2023,eBay - topsgeek,Behringer U-Phoria UM2 USB Audio Interface,$68.31 ,20,4.6,1,24,4%
12/18/2023,Temu,"Bomaite Live Sound Card And Audio Interface With DJ Mixer Effects And Voice Changer,Podcast Production Studio Equipment,Temu",$25.48 ,,,6,6,100%
12/18/2023,Walmart - K&M,CAD CX2 Connect II 2x2 USB Audio Interface,$69.99 ,2,5,1,1,100%
12/18/2023,Crutchfield,Focusrite Scarlett 18i8 (3rd Generation) USB 2.0 (Type-C) audio interface for Mac and PC,$399.99 ,,,5,5,100%
12/18/2023,Amazon.com,Focusrite Scarlett 2i2 4th Gen USB Audio Interface,$199.99 ,,,15,77,20%
12/18/2023,Best Buy,Focusrite Scarlett 2i2 4th Gen USB Audio Interface,$199.99 ,291,4.9,45,77,58%
12/18/2023,Sweetwater,Focusrite Scarlett 2i2 4th Gen USB Audio Interface,$199.99 ,291,4.9,10,77,13%
12/18/2023,Walmart,Focusrite Scarlett 2i2 4th Gen USB Audio Interface,$199.99 ,291,4.9,1,77,1%
12/18/2023,Amazon.com,Focusrite Scarlett 2i2 4th Gen USB Audio Interface,$199.99 ,291,4.9,5,77,7%
12/18/2023,Amazon.com,Focusrite Scarlett 2i2 4th Gen USB Audio Interface,$199.99 ,20,,1,77,1%
12/18/2023,Guitar Center,Focusrite Scarlett 2i2 USB Audio Interface (Gen 3),$119.99 ,107,4.6,1,1,100%
12/18/2023,Amazon.com,Focusrite Scarlett Solo 2x2 USB Audio Interface Full Studio Bundle with Creative Music Production Software Kit,$249.99 ,,,5,5,100%
12/18/2023,Apple,Apogee Jam X - Gold,$199.95 ,,,2,2,100%
12/18/2023,Sweetwater,Audient iD4 MKII USB-C Audio Interface,$199.00 ,183,4.8,1,1,100%
12/18/2023,Temu,"Audio Interface Podcast Equipment Caster-All In One - Portable Podcast Production Studio With Premium Mic Preamp For Podcast Recording, Streaming,",$10.14 ,32,4.3,4,10,40%
12/18/2023,Temu,"Audio Interface Podcast Equipment Caster-All In One - Portable Podcast Production Studio With Premium Mic Preamp For Podcast Recording, Streaming,",$26.48 ,,,1,10,10%
12/18/2023,Temu,"Audio Interface Podcast Equipment Caster-All In One - Portable Podcast Production Studio With Premium Mic Preamp For Podcast Recording, Streaming,",$14.43 ,,,3,10,30%
12/18/2023,Temu,"Audio Interface Podcast Equipment Caster-All In One - Portable Podcast Production Studio With Premium Mic Preamp For Podcast Recording, Streaming,",$26.20 ,,,2,10,20%
12/18/2023,Amazon.com,BEHRINGER U-PHORIA UMC404HD,$179.00 ,695,4.7,45,45,100%
12/18/2023,Sweetwater,BEHRINGER UMC404HD,$179.00 ,609,4.7,39,39,100%
12/18/2023,Sweetwater,Behringer ADA8200 8-channel Microphone Preamp,$229.00 ,164,4.7,1,1,100%
12/18/2023,Sweetwater,Behringer U-Phoria UMC1820 USB Audio Interface,$299.00 ,203,4.7,6,8,75%
12/18/2023,Sweetwater,Behringer U-Phoria UMC1820 USB Audio Interface,$269.10 ,203,4.7,2,8,25%
12/18/2023,Sweetwater,Behringer U-Phoria UMC404HD USB Audio Interface,$179.00 ,609,4.7,19,20,95%
12/18/2023,Amazon.com,Behringer U-Phoria UMC404HD USB Audio Interface,$179.00 ,,,1,20,5%
12/18/2023,Amazon.com,Behringer Xenyx 802S 8-channel Analog Streaming Mixer,$102.76 ,,,5,5,100%
12/18/2023,Amazon.com,"Depusheng DT12 Studio Audio Mixer 12-Channel DJ Sound Controller Interface w/USB Drive for Computer Recording Input, XLR Microphone Jack, 48V Power,",$135.00 ,,,1,1,100%
12/18/2023,Temu,"Depusheng MD22 USB Audio Interface 24Bit/96kHz For Recording Music, XLR Interface With 48V Phantom Power, Audio Box For PC/Win Streaming And",$31.87 ,3,4.3,10,10,100%
12/18/2023,Industrial Parts R Us,Digidesign Digi001 MX001 8-Channel Recording Audio Interface,$38.00 ,,,1,1,100%
12/18/2023,Amazon.com - Seller,"FIFINE PC Audio Mixer for Recording Music, USB Interface for Streaming and Podcasting with XLR",$54.99 ,,,14,14,100%
12/18/2023,Woodwind & Brasswind,Focusrite Scarlett 18i8 USB Audio Interface (Gen 3) by Woodwind & Brasswind,$399.99 ,400,4.8,4,4,100%
12/18/2023,Podcast Outfitters,Focusrite Scarlett 2i2 Audio Interface - 3rd Gen,$189.99 ,,,3,3,100%
12/18/2023,"Walmart - EatMyBeats, Inc.",Focusrite Scarlett Solo (3rd Gen),$129.99 ,1000,4.8,1,42,2%
12/18/2023,Amazon.com,Focusrite Scarlett Solo (3rd Gen),$89.99 ,1000,4.8,41,42,98%
12/18/2023,Sweetwater,Focusrite Vocaster Two Audio Interface,$149.99 ,8,4.1,1,1,100%
12/18/2023,Sweetwater,"IK Multimedia iRig Stream USB Audio Interface for iOS, Android, Mac, and PC",$99.99 ,134,4.6,2,2,100%
12/18/2023,Amazon.com,M-Audio AIR 192 USB Audio Interface,$119.00 ,155,4.6,9,52,17%
12/18/2023,Amazon.com - Seller,M-Audio AIR 192 USB Audio Interface,$119.00 ,155,4.6,11,52,21%
12/18/2023,Walmart - The DJ Hookup,M-Audio AIR 192 USB Audio Interface,$119.00 ,155,4.6,2,52,4%
